PK;24;0.20489795918367346;0.1640816326530612;0.22122448979591838;0.15591836734693873;0.25387755102040815;
LK;25;1;1;5;5;1;
PK;25;0.20784313725490194;0.16078431372549015;0.2235294117647059;0.1529411764705882;0.25490196078431376;
LK;26;1;1;1;1;5;
PK;26;0.20905660377358487;0.1713207547169811;0.21660377358490565;0.15622641509433957;0.24679245283018875;
LK;27;5;1;1;1;5;
PK;27;0.21163636363636365;0.16799999999999998;0.2261818181818182;0.15345454545454543;0.24072727272727287;
LK;28;1;1;1;5;5;
PK;28;0.20701754385964907;0.17192982456140346;0.2280701754385965;0.1578947368421052;0.23508771929824576;
LK;29;1;5;1;5;1;
PK;29;0.2027118644067796;0.175593220338983;0.22305084745762718;0.1552542372881355;0.24338983050847476;
LK;30;5;5;5;1;5;
PK;30;0.2078688524590163;0.17508196721311464;0.22098360655737714;0.15540983606557365;0.24065573770491824;
LK;31;5;5;5;5;5;
PK;31;0.20761904761904754;0.1758730158730157;0.22031746031746047;0.15682539682539665;0.2393650793650796;
LK;32;1;5;5;5;1;
PK;32;0.20492307692307685;0.17415384615384596;0.22338461538461554;0.16184615384615364;0.23569230769230792;
LK;33;1;1;1;5;1;
PK;33;0.21194029850746265;0.17014925373134313;0.21791044776119423;0.17014925373134313;0.229850746268657;
LK;34;5;5;1;1;1;
PK;34;0.20811594202898548;0.16753623188405778;0.21971014492753643;0.17333333333333314;0.23130434782608722;
LK;35;1;5;5;1;5;
PK;35;0.20563380281690144;0.16619718309859136;0.22253521126760586;0.17746478873239416;0.22816901408450735;
LK;36;5;5;1;1;1;
PK;36;0.2021917808219178;0.17479452054794495;0.22410958904109607;0.17479452054794495;0.22410958904109615;
LK;37;5;5;5;5;1;
PK;37;0.20106666666666667;0.17439999999999972;0.22240000000000018;0.17973333333333308;0.22240000000000026;
LK;38;1;5;1;5;1;
PK;38;0.20311688311688314;0.1719480519480517;0.2238961038961041;0.1771428571428569;0.22389610389610418;
LK;39;1;5;5;5;1;
PK;39;0.2010126582278481;0.17063291139240483;0.2212658227848103;0.18075949367088584;0.2263291139240509;
LK;40;5;1;1;1;5;
PK;40;0.20790123456790124;0.17333333333333312;0.21777777777777796;0.17827160493827138;0.22271604938271627;
LK;41;5;1;5;5;5;
PK;41;0.20674698795180724;0.17301204819277088;0.21638554216867487;0.1778313253012046;0.22602409638554238;
LK;42;1;5;5;1;5;
PK;42;0.20941176470588235;0.17176470588235276;0.21882352941176486;0.17647058823529393;0.22352941176470612;
LK;43;5;5;5;5;5;
PK;43;0.20919540229885059;0.17241379310344812;0.21839080459770133;0.1770114942528734;0.22298850574712667;
LK;44;5;5;1;5;1;
PK;44;0.20719101123595507;0.18022471910112342;0.21617977528089902;0.17573033707865152;0.220674157303371;
LK;45;5;5;5;5;5;
PK;45;0.20703296703296706;0.1806593406593405;0.21582417582417598;0.17626373626373612;0.22021978021978045;
LK;46;5;1;1;5;1;
PK;46;0.20860215053763437;0.1784946236559138;0.21720430107526892;0.1784946236559138;0.21720430107526897;
LK;47;1;5;5;5;1;
PK;47;0.20673684210526314;0.17726315789473668;0.21515789473684221;0.17726315789473668;0.2235789473684212;
LK;48;1;5;5;5;1;
PK;48;0.20907216494845363;0.176082474226804;0.2173195876288661;0.176082474226804;0.22144329896907236;
LK;49;5;5;5;5;1;
PK;49;0.2080808080808081;0.17575757575757564;0.2161616161616163;0.17575757575757564;0.2242424242424244;
LK;50;1;1;5;5;5;
PK;50;0.20633663366336633;0.17465346534653453;0.2142574257425744;0.17465346534653453;0.23009900990099025;
